Execution,ID,Interval,Transfer,Bandwidth
2,3,13.0000,2.53 MBytes,21.2 Mbits/sec
2,2,14.0000,2.75 MBytes,23.1 Mbits/sec
2,1,14.0000,2.75 MBytes,23.1 Mbits/sec
2,3,14.0000,2.62 MBytes,22.0 Mbits/sec
2,4,14.0000,2.34 MBytes,19.6 Mbits/sec
2,2,15.0000,2.52 MBytes,21.1 Mbits/sec
2,1,15.0000,2.52 MBytes,21.1 Mbits/sec
2,4,15.0000,2.56 MBytes,21.4 Mbits/sec
2,3,15.0000,2.75 MBytes,23.1 Mbits/sec
2,2,16.0000,2.67 MBytes,22.4 Mbits/sec
2,1,16.0000,2.75 MBytes,23.1 Mbits/sec
2,4,16.0000,2.75 MBytes,23.1 Mbits/sec
2,3,16.0000,2.46 MBytes,20.7 Mbits/sec
2,2,17.0000,2.75 MBytes,23.1 Mbits/sec
2,1,17.0000,2.72 MBytes,22.8 Mbits/sec
2,4,17.0000,2.65 MBytes,22.2 Mbits/sec
2,3,17.0000,2.55 MBytes,21.4 Mbits/sec
2,1,18.0000,2.73 MBytes,22.9 Mbits/sec
2,3,18.0000,2.68 MBytes,22.5 Mbits/sec
2,4,18.0000,2.67 MBytes,22.4 Mbits/sec
2,2,18.0000,4.12 MBytes,34.6 Mbits/sec
2,3,19.0000,1.85 MBytes,15.5 Mbits/sec
2,4,19.0000,1.67 MBytes,14.0 Mbits/sec
2,2,19.0000,2.39 MBytes,20.1 Mbits/sec
2,1,19.0000,3.92 MBytes,32.9 Mbits/sec
2,3,20.0000,2.61 MBytes,21.9 Mbits/sec
2,2,20.0000,2.73 MBytes,22.9 Mbits/sec
2,1,20.0000,2.54 MBytes,21.3 Mbits/sec
2,4,20.0000,4.12 MBytes,34.6 Mbits/sec
2,3,21.0000,2.42 MBytes,20.3 Mbits/sec
2,2,21.0000,2.61 MBytes,21.9 Mbits/sec
2,4,21.0000,2.53 MBytes,21.2 Mbits/sec
2,1,21.0000,2.68 MBytes,22.5 Mbits/sec
2,2,22.0000,2.67 MBytes,22.4 Mbits/sec
2,1,22.0000,2.66 MBytes,22.3 Mbits/sec
2,4,22.0000,2.67 MBytes,22.4 Mbits/sec
2,3,22.0000,3.98 MBytes,33.4 Mbits/sec
2,2,23.0000,2.61 MBytes,21.9 Mbits/sec
2,4,23.0000,2.24 MBytes,18.8 Mbits/sec
2,1,23.0000,2.61 MBytes,21.9 Mbits/sec
2,3,23.0000,2.73 MBytes,22.9 Mbits/sec
2,4,24.0000,1.98 MBytes,16.7 Mbits/sec
2,2,24.0000,2.55 MBytes,21.4 Mbits/sec
2,1,24.0000,2.62 MBytes,22.0 Mbits/sec
2,3,24.0000,2.37 MBytes,19.9 Mbits/sec
2,4,25.0000,2.55 MBytes,21.4 Mbits/sec
2,1,25.0000,2.75 MBytes,23.1 Mbits/sec
2,2,25.0000,2.29 MBytes,19.2 Mbits/sec
2,3,25.0000,2.75 MBytes,23.1 Mbits/sec
2,3,26.0000,2.75 MBytes,23.1 Mbits/sec
2,4,26.0000,2.30 MBytes,19.3 Mbits/sec
2,2,26.0000,2.42 MBytes,20.3 Mbits/sec
2,1,26.0000,4.12 MBytes,34.6 Mbits/sec
2,3,27.0000,2.63 MBytes,22.1 Mbits/sec
2,4,27.0000,2.24 MBytes,18.8 Mbits/sec
2,2,27.0000,2.30 MBytes,19.3 Mbits/sec
2,1,27.0000,2.75 MBytes,23.1 Mbits/sec
2,4,28.0000,2.17 MBytes,18.2 Mbits/sec
2,2,28.0000,2.42 MBytes,20.3 Mbits/sec
2,1,28.0000,2.75 MBytes,23.1 Mbits/sec
2,3,28.0000,4.05 MBytes,33.9 Mbits/sec
2,1,29.0000,2.75 MBytes,23.1 Mbits/sec
2,4,29.0000,2.55 MBytes,21.4 Mbits/sec
2,2,29.0000,2.30 MBytes,19.3 Mbits/sec
2,3,29.0000,2.60 MBytes,21.8 Mbits/sec
2,1,30.0000,2.64 MBytes,22.1 Mbits/sec
2,4,30.0000,2.48 MBytes,20.8 Mbits/sec
2,3,30.0000,2.74 MBytes,23.0 Mbits/sec
2,2,30.0000,2.67 MBytes,22.4 Mbits/sec
2,3,31.0000,2.55 MBytes,21.4 Mbits/sec
2,4,31.0000,2.55 MBytes,21.4 Mbits/sec
2,2,31.0000,2.55 MBytes,21.4 Mbits/sec
2,1,31.0000,4.12 MBytes,34.6 Mbits/sec
2,4,32.0000,2.24 MBytes,18.8 Mbits/sec
2,2,32.0000,2.42 MBytes,20.3 Mbits/sec
2,1,32.0000,2.75 MBytes,23.1 Mbits/sec
2,3,32.0000,3.91 MBytes,32.8 Mbits/sec
2,3,33.0000,2.17 MBytes,18.2 Mbits/sec
2,4,33.0000,2.18 MBytes,18.3 Mbits/sec
2,2,33.0000,2.31 MBytes,19.3 Mbits/sec
2,1,33.0000,4.12 MBytes,34.6 Mbits/sec
2,3,34.0000,2.67 MBytes,22.4 Mbits/sec
2,4,34.0000,2.42 MBytes,20.3 Mbits/sec
2,2,34.0000,2.11 MBytes,17.7 Mbits/sec
2,1,34.4617,2.07 MBytes,11.9 Mbits/sec
2,1,34.4617,100 MBytes,24.3 Mbits/sec
2,4,35.0000,2.24 MBytes,18.8 Mbits/sec
2,2,35.0000,2.36 MBytes,19.8 Mbits/sec
2,3,35.0000,4.12 MBytes,34.6 Mbits/sec
2,3,36.0717,1.18 MBytes,9.25 Mbits/sec
2,3,36.0717,100 MBytes,23.3 Mbits/sec
2,4,36.0000,4.12 MBytes,34.6 Mbits/sec
2,2,36.0000,4.12 MBytes,34.6 Mbits/sec
2,2,36.8268,0.686 MBytes,6.95 Mbits/sec
2,2,36.8268,100 MBytes,22.8 Mbits/sec
2,4,37.2124,4.72 MBytes,32.7 Mbits/sec
2,4,37.2124,100 MBytes,22.5 Mbits/sec
3,2,1.0000,4.00 MBytes,33.6 Mbits/sec
3,4,1.0000,2.75 MBytes,23.1 Mbits/sec
3,1,1.0000,4.63 MBytes,38.8 Mbits/sec
3,3,1.0000,5.50 MBytes,46.1 Mbits/sec
3,2,2.0000,3.25 MBytes,27.3 Mbits/sec
3,4,2.0000,1.88 MBytes,15.7 Mbits/sec
3,1,2.0000,3.50 MBytes,29.4 Mbits/sec
3,3,2.0000,3.75 MBytes,31.5 Mbits/sec
3,1,3.0000,2.75 MBytes,23.1 Mbits/sec
3,2,3.0000,4.00 MBytes,33.6 Mbits/sec
3,3,3.0000,2.75 MBytes,23.1 Mbits/sec
3,4,3.0000,2.50 MBytes,21.0 Mbits/sec
3,2,4.0000,2.47 MBytes,20.7 Mbits/sec
3,3,4.0000,2.75 MBytes,23.1 Mbits/sec
3,4,4.0000,1.75 MBytes,14.7 Mbits/sec
3,1,4.0000,3.90 MBytes,32.7 Mbits/sec
3,3,5.0000,2.46 MBytes,20.6 Mbits/sec
3,4,5.0000,2.05 MBytes,17.2 Mbits/sec
3,1,5.0000,2.75 MBytes,23.1 Mbits/sec
3,2,5.0000,3.67 MBytes,30.7 Mbits/sec
3,3,6.0000,4.17 MBytes,35.0 Mbits/sec
3,4,6.0000,1.80 MBytes,15.1 Mbits/sec
3,1,6.0000,3.79 MBytes,31.8 Mbits/sec
3,2,6.0000,3.23 MBytes,27.1 Mbits/sec
3,1,7.0000,2.75 MBytes,23.1 Mbits/sec
3,3,7.0000,2.66 MBytes,22.3 Mbits/sec
3,4,7.0000,1.99 MBytes,16.7 Mbits/sec
