ID,Transfer,Bandwidth
0,10.007000000000001,85.8
1,9.998000000000001,81.71000000000001
2,10.012,85.39
3,10.007000000000001,85.25
4,10.007000000000001,85.24
5,10.001999999999999,85.37
6,10.004999999999999,85.47
7,10.007000000000001,85.28999999999999
8,10.001999999999999,85.4
