Execution,ID,Interval,Transfer,Bandwidth
5,3,12.0000,2.61,21.9
5,4,13.0000,2.55,21.4
5,2,13.0000,2.55,21.4
5,3,13.0000,2.74,23.0
5,1,13.0000,4.12,34.6
5,4,14.0000,2.73,22.9
5,2,14.0000,2.75,23.1
5,3,14.0000,2.54,21.3
5,1,14.0000,2.75,23.1
5,4,15.0000,2.55,21.4
5,2,15.0000,2.46,20.7
5,3,15.0000,2.73,22.9
5,1,15.0000,2.51,21.0
5,4,16.0000,2.73,22.9
5,2,16.0000,2.75,23.1
5,1,16.0000,2.74,23.0
5,3,16.0000,2.68,22.5
5,4,17.0000,2.67,22.4
5,2,17.0000,2.66,22.3
5,1,17.0000,2.75,23.1
5,3,17.0000,2.73,22.9
5,4,18.0000,2.68,22.5
5,1,18.0000,2.75,23.1
5,2,18.0000,2.55,21.4
5,3,18.0000,2.68,22.5
5,3,19.0000,2.16,18.2
5,1,19.0000,3.01,25.2
5,4,19.0000,3.60,30.2
5,2,19.0000,3.49,29.2
5,3,20.0000,2.75,23.1
5,1,20.0000,2.73,22.9
5,4,20.0000,2.73,22.9
5,2,20.0000,2.67,22.4
5,3,21.0000,2.60,21.8
5,1,21.0000,2.61,21.9
5,2,21.0000,2.61,21.9
5,4,21.0000,2.61,21.9
5,3,22.0000,2.74,23.0
5,1,22.0000,2.67,22.4
5,2,22.0000,2.67,22.4
5,4,22.0000,2.67,22.4
5,1,23.0000,2.49,20.9
5,3,23.0000,2.54,21.3
5,2,23.0000,2.55,21.4
5,4,23.0000,2.67,22.4
5,3,24.0000,2.11,17.7
5,1,24.0000,2.30,19.3
5,2,24.0000,2.68,22.5
5,4,24.0000,2.62,22.0
5,2,25.0000,2.48,20.8
5,4,25.0000,2.60,21.8
5,1,25.0000,4.12,34.6
5,3,25.0000,4.11,34.5
5,2,26.0000,2.73,22.9
5,1,26.0000,2.40,20.1
5,4,26.0000,2.73,22.9
5,3,26.0000,2.66,22.3
5,2,27.0000,2.55,21.4
5,1,27.0000,2.75,23.1
5,4,27.0000,2.67,22.4
5,3,27.0000,2.61,21.9
5,2,28.0000,2.73,22.9
5,1,28.0000,2.75,23.1
5,4,28.0000,2.61,21.9
5,3,28.0000,2.67,22.4
5,2,29.0000,2.75,23.1
5,1,29.0000,2.75,23.1
5,4,29.0000,2.73,22.9
5,3,29.0000,2.75,23.1
5,2,30.0000,2.73,22.9
5,1,30.0000,2.75,23.1
5,4,30.0000,2.73,22.9
5,3,30.0000,2.75,23.1
5,2,31.0000,2.66,22.3
5,1,31.0000,2.75,23.1
5,4,31.0000,2.67,22.4
5,3,31.0000,2.45,20.6
5,2,32.0000,2.61,21.9
5,1,32.0000,2.59,21.8
5,4,32.0000,2.55,21.4
5,3,32.0000,2.74,23.0
5,2,33.0000,2.75,23.1
