ID,Interval,Num_Fluxos,Bandwidth_Total,Fluxos_Detalhes
0,32.0000-33.0000,4,91.39999999999999,Fluxo 1: 13.600 Mbits/s; Fluxo 2: 32.300 Mbits/s; Fluxo 3: 23.100 Mbits/s; Fluxo 4: 22.400 Mbits/s
0,33.0000-34.0000,4,92.28,Fluxo 1: 7.780 Mbits/s; Fluxo 2: 20.800 Mbits/s; Fluxo 3: 33.500 Mbits/s; Fluxo 4: 30.200 Mbits/s
0,34.0000-35.0000,4,93.3,Fluxo 1: 14.100 Mbits/s; Fluxo 2: 23.100 Mbits/s; Fluxo 3: 21.500 Mbits/s; Fluxo 4: 34.600 Mbits/s
0,35.0000-36.0000,4,90.89999999999999,Fluxo 1: 14.100 Mbits/s; Fluxo 2: 32.300 Mbits/s; Fluxo 3: 22.000 Mbits/s; Fluxo 4: 22.500 Mbits/s
0,36.0000-37.0000,4,83.82000000000001,Fluxo 1: 7.820 Mbits/s; Fluxo 2: 20.300 Mbits/s; Fluxo 3: 33.700 Mbits/s; Fluxo 4: 22.000 Mbits/s
0,37.0000-38.0000,4,88.9,Fluxo 1: 14.600 Mbits/s; Fluxo 2: 20.800 Mbits/s; Fluxo 3: 23.100 Mbits/s; Fluxo 4: 30.400 Mbits/s
0,38.0000-39.0000,3,64.9,Fluxo 1: 8.300 Mbits/s; Fluxo 2: 22.900 Mbits/s; Fluxo 3: 33.700 Mbits/s
0,38.0000-39.7276,1,15.4,Fluxo 4: 15.400 Mbits/s
0,39.0000-40.0000,3,72.2,Fluxo 1: 16.700 Mbits/s; Fluxo 2: 33.000 Mbits/s; Fluxo 3: 22.500 Mbits/s
0,40.0000-41.0000,3,84.0,Fluxo 1: 17.200 Mbits/s; Fluxo 2: 33.200 Mbits/s; Fluxo 3: 33.600 Mbits/s
0,41.0000-42.0000,3,56.900000000000006,Fluxo 1: 12.500 Mbits/s; Fluxo 2: 23.100 Mbits/s; Fluxo 3: 21.300 Mbits/s
0,42.0000-43.0000,2,55.3,Fluxo 1: 22.500 Mbits/s; Fluxo 2: 32.800 Mbits/s
0,42.0000-43.8128,1,20.0,Fluxo 3: 20.000 Mbits/s
0,43.0000-44.0000,2,48.1,Fluxo 1: 15.000 Mbits/s; Fluxo 2: 33.100 Mbits/s
0,44.0000-45.0000,1,28.7,Fluxo 1: 28.700 Mbits/s
0,44.0000-44.7148,1,3.34,Fluxo 2: 3.340 Mbits/s
0,45.0000-46.0000,1,31.3,Fluxo 1: 31.300 Mbits/s
0,46.0000-47.0000,1,31.1,Fluxo 1: 31.100 Mbits/s
0,47.0000-48.0000,1,32.5,Fluxo 1: 32.500 Mbits/s
0,48.0000-49.0000,1,30.4,Fluxo 1: 30.400 Mbits/s
0,49.0000-50.0000,1,48.7,Fluxo 1: 48.700 Mbits/s
0,50.0000-51.0000,1,29.5,Fluxo 1: 29.500 Mbits/s
0,51.0000-52.6163,1,30.0,Fluxo 1: 30.000 Mbits/s
1,0.0000-1.0000,4,3.39453125,Fluxo 1: 0.849 Mbits/s; Fluxo 2: 0.849 Mbits/s; Fluxo 3: 0.849 Mbits/s; Fluxo 4: 0.849 Mbits/s
1,1.0000-2.0000,4,14.18,Fluxo 1: 3.020 Mbits/s; Fluxo 2: 3.020 Mbits/s; Fluxo 3: 4.070 Mbits/s; Fluxo 4: 4.070 Mbits/s
1,2.0000-3.0000,4,29.22,Fluxo 1: 7.830 Mbits/s; Fluxo 2: 7.830 Mbits/s; Fluxo 3: 6.780 Mbits/s; Fluxo 4: 6.780 Mbits/s
1,3.0000-4.0000,4,54.2,Fluxo 1: 10.400 Mbits/s; Fluxo 2: 23.000 Mbits/s; Fluxo 3: 10.400 Mbits/s; Fluxo 4: 10.400 Mbits/s
1,4.0000-5.0000,4,35.9,Fluxo 1: 8.860 Mbits/s; Fluxo 2: 9.320 Mbits/s; Fluxo 3: 8.860 Mbits/s; Fluxo 4: 8.860 Mbits/s
1,5.0000-6.0000,4,40.15,Fluxo 1: 9.380 Mbits/s; Fluxo 2: 14.100 Mbits/s; Fluxo 3: 7.290 Mbits/s; Fluxo 4: 9.380 Mbits/s
1,6.0000-7.0000,4,29.15,Fluxo 1: 5.730 Mbits/s; Fluxo 2: 10.900 Mbits/s; Fluxo 3: 7.310 Mbits/s; Fluxo 4: 5.210 Mbits/s
1,7.0000-8.0000,4,46.5,Fluxo 1: 11.000 Mbits/s; Fluxo 2: 12.500 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 11.500 Mbits/s
1,8.0000-9.0000,4,46.34,Fluxo 1: 12.000 Mbits/s; Fluxo 2: 17.700 Mbits/s; Fluxo 3: 6.750 Mbits/s; Fluxo 4: 9.890 Mbits/s
1,9.0000-10.0000,4,42.78,Fluxo 1: 6.780 Mbits/s; Fluxo 2: 14.100 Mbits/s; Fluxo 3: 12.500 Mbits/s; Fluxo 4: 9.400 Mbits/s
1,10.0000-11.0000,4,50.7,Fluxo 1: 12.000 Mbits/s; Fluxo 2: 15.700 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 11.500 Mbits/s
1,11.0000-12.0000,4,46.3,Fluxo 1: 10.400 Mbits/s; Fluxo 2: 22.400 Mbits/s; Fluxo 3: 6.750 Mbits/s; Fluxo 4: 6.750 Mbits/s
1,12.0000-13.0000,4,46.45,Fluxo 1: 8.350 Mbits/s; Fluxo 2: 15.100 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 11.500 Mbits/s
1,13.0000-14.0000,4,73.1,Fluxo 1: 14.100 Mbits/s; Fluxo 2: 27.600 Mbits/s; Fluxo 3: 15.700 Mbits/s; Fluxo 4: 15.700 Mbits/s
1,14.0000-15.0000,4,52.17,Fluxo 1: 13.500 Mbits/s; Fluxo 2: 21.500 Mbits/s; Fluxo 3: 8.860 Mbits/s; Fluxo 4: 8.310 Mbits/s
1,15.0000-16.0000,4,87.8,Fluxo 1: 15.700 Mbits/s; Fluxo 2: 30.300 Mbits/s; Fluxo 3: 20.900 Mbits/s; Fluxo 4: 20.900 Mbits/s
1,16.0000-17.0000,4,100.2,Fluxo 1: 23.000 Mbits/s; Fluxo 2: 26.000 Mbits/s; Fluxo 3: 25.600 Mbits/s; Fluxo 4: 25.600 Mbits/s
1,17.0000-18.0000,4,83.9,Fluxo 1: 30.100 Mbits/s; Fluxo 2: 24.900 Mbits/s; Fluxo 3: 14.100 Mbits/s; Fluxo 4: 14.800 Mbits/s
1,18.0000-19.0000,4,77.1,Fluxo 1: 15.400 Mbits/s; Fluxo 2: 25.500 Mbits/s; Fluxo 3: 18.900 Mbits/s; Fluxo 4: 17.300 Mbits/s
1,19.0000-20.0000,4,55.0,Fluxo 1: 13.000 Mbits/s; Fluxo 2: 11.600 Mbits/s; Fluxo 3: 20.100 Mbits/s; Fluxo 4: 10.300 Mbits/s
1,20.0000-21.0000,4,142.3,Fluxo 1: 34.600 Mbits/s; Fluxo 2: 43.700 Mbits/s; Fluxo 3: 30.400 Mbits/s; Fluxo 4: 33.600 Mbits/s
1,21.0000-22.0000,4,74.9,Fluxo 1: 20.700 Mbits/s; Fluxo 2: 18.500 Mbits/s; Fluxo 3: 20.300 Mbits/s; Fluxo 4: 15.400 Mbits/s
1,22.0000-23.0000,4,99.60000000000001,Fluxo 1: 33.600 Mbits/s; Fluxo 2: 33.600 Mbits/s; Fluxo 3: 10.400 Mbits/s; Fluxo 4: 22.000 Mbits/s
1,23.0000-24.0000,4,78.3,Fluxo 1: 21.000 Mbits/s; Fluxo 2: 22.300 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 23.500 Mbits/s
1,24.0000-25.0000,4,106.5,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 39.700 Mbits/s; Fluxo 3: 23.400 Mbits/s; Fluxo 4: 11.900 Mbits/s
1,25.0000-26.0000,4,86.3,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 19.300 Mbits/s; Fluxo 3: 22.000 Mbits/s; Fluxo 4: 13.500 Mbits/s
1,26.0000-27.0000,4,96.6,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 29.100 Mbits/s; Fluxo 3: 12.500 Mbits/s; Fluxo 4: 23.500 Mbits/s
1,27.0000-28.0000,4,75.6,Fluxo 1: 19.900 Mbits/s; Fluxo 2: 30.800 Mbits/s; Fluxo 3: 12.400 Mbits/s; Fluxo 4: 12.500 Mbits/s
1,28.0000-29.0000,4,99.8,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 19.800 Mbits/s; Fluxo 3: 23.500 Mbits/s; Fluxo 4: 25.000 Mbits/s
1,29.0000-30.0000,4,96.6,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 40.100 Mbits/s; Fluxo 3: 12.500 Mbits/s; Fluxo 4: 12.500 Mbits/s
1,30.0000-31.0000,4,78.7,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 20.700 Mbits/s; Fluxo 3: 13.000 Mbits/s; Fluxo 4: 13.500 Mbits/s
1,31.0000-32.0000,4,98.9,Fluxo 1: 21.000 Mbits/s; Fluxo 2: 30.400 Mbits/s; Fluxo 3: 23.500 Mbits/s; Fluxo 4: 24.000 Mbits/s
1,32.0000-33.0000,4,88.5,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 30.400 Mbits/s; Fluxo 3: 13.000 Mbits/s; Fluxo 4: 13.600 Mbits/s
1,33.0000-34.0000,4,79.2,Fluxo 1: 30.400 Mbits/s; Fluxo 2: 21.800 Mbits/s; Fluxo 3: 13.000 Mbits/s; Fluxo 4: 14.000 Mbits/s
1,34.0000-35.0000,4,98.1,Fluxo 1: 19.900 Mbits/s; Fluxo 2: 30.500 Mbits/s; Fluxo 3: 23.100 Mbits/s; Fluxo 4: 24.600 Mbits/s
1,35.0000-36.0000,4,88.3,Fluxo 1: 30.400 Mbits/s; Fluxo 2: 29.900 Mbits/s; Fluxo 3: 15.000 Mbits/s; Fluxo 4: 13.000 Mbits/s
1,36.0000-37.0000,4,92.4,Fluxo 1: 31.500 Mbits/s; Fluxo 2: 20.800 Mbits/s; Fluxo 3: 25.600 Mbits/s; Fluxo 4: 14.500 Mbits/s
1,37.0000-38.0000,3,56.4,Fluxo 1: 30.400 Mbits/s; Fluxo 3: 13.000 Mbits/s; Fluxo 4: 13.000 Mbits/s
1,37.0000-38.6779,1,14.1,Fluxo 2: 14.100 Mbits/s
1,38.0000-39.0000,3,70.7,Fluxo 1: 31.500 Mbits/s; Fluxo 3: 18.200 Mbits/s; Fluxo 4: 21.000 Mbits/s
1,39.0000-40.0000,3,66.1,Fluxo 1: 30.400 Mbits/s; Fluxo 3: 24.300 Mbits/s; Fluxo 4: 11.400 Mbits/s
1,40.0000-41.5485,1,20.7,Fluxo 1: 20.700 Mbits/s
1,40.0000-41.0000,2,56.0,Fluxo 3: 41.900 Mbits/s; Fluxo 4: 14.100 Mbits/s
1,41.0000-42.0000,2,30.83,Fluxo 3: 22.000 Mbits/s; Fluxo 4: 8.830 Mbits/s
1,42.0000-43.0000,2,59.7,Fluxo 3: 41.900 Mbits/s; Fluxo 4: 17.800 Mbits/s
1,43.0000-44.0000,2,42.9,Fluxo 3: 31.500 Mbits/s; Fluxo 4: 11.400 Mbits/s
1,44.0000-45.0000,2,46.1,Fluxo 3: 31.500 Mbits/s; Fluxo 4: 14.600 Mbits/s
1,45.0000-46.0000,2,59.599999999999994,Fluxo 3: 41.900 Mbits/s; Fluxo 4: 17.700 Mbits/s
1,46.0000-47.4554,1,25.6,Fluxo 3: 25.600 Mbits/s
1,46.0000-47.0000,1,8.33,Fluxo 4: 8.330 Mbits/s
1,47.0000-48.0000,1,18.3,Fluxo 4: 18.300 Mbits/s
1,48.0000-49.0000,1,8.82,Fluxo 4: 8.820 Mbits/s
1,49.0000-50.0000,1,17.8,Fluxo 4: 17.800 Mbits/s
1,50.0000-51.0000,1,18.2,Fluxo 4: 18.200 Mbits/s
1,51.0000-52.0000,1,9.86,Fluxo 4: 9.860 Mbits/s
1,52.0000-53.0000,1,19.3,Fluxo 4: 19.300 Mbits/s
1,53.0000-54.0000,1,21.4,Fluxo 4: 21.400 Mbits/s
1,54.0000-55.0000,1,13.5,Fluxo 4: 13.500 Mbits/s
1,55.0000-56.0000,1,24.5,Fluxo 4: 24.500 Mbits/s
1,56.0000-57.7513,1,11.1,Fluxo 4: 11.100 Mbits/s
2,0.0000-1.0000,4,3.39453125,Fluxo 1: 0.849 Mbits/s; Fluxo 2: 0.849 Mbits/s; Fluxo 3: 0.849 Mbits/s; Fluxo 4: 0.849 Mbits/s
2,1.0000-2.0000,4,12.04,Fluxo 1: 3.020 Mbits/s; Fluxo 2: 2.980 Mbits/s; Fluxo 3: 3.020 Mbits/s; Fluxo 4: 3.020 Mbits/s
2,2.0000-3.0000,4,31.32,Fluxo 1: 7.830 Mbits/s; Fluxo 2: 7.830 Mbits/s; Fluxo 3: 7.830 Mbits/s; Fluxo 4: 7.830 Mbits/s
2,3.0000-4.0000,4,54.2,Fluxo 1: 10.400 Mbits/s; Fluxo 2: 10.400 Mbits/s; Fluxo 3: 10.400 Mbits/s; Fluxo 4: 23.000 Mbits/s
2,4.0000-5.0000,4,46.879999999999995,Fluxo 1: 8.860 Mbits/s; Fluxo 2: 8.860 Mbits/s; Fluxo 3: 8.860 Mbits/s; Fluxo 4: 20.300 Mbits/s
2,5.0000-6.0000,4,29.57,Fluxo 1: 5.190 Mbits/s; Fluxo 2: 5.190 Mbits/s; Fluxo 3: 5.190 Mbits/s; Fluxo 4: 14.000 Mbits/s
2,6.0000-7.0000,4,57.43,Fluxo 1: 9.410 Mbits/s; Fluxo 2: 9.410 Mbits/s; Fluxo 3: 9.410 Mbits/s; Fluxo 4: 29.200 Mbits/s
2,7.0000-8.0000,4,61.6,Fluxo 1: 11.500 Mbits/s; Fluxo 2: 11.500 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 27.100 Mbits/s
2,8.0000-9.0000,4,35.86,Fluxo 1: 5.720 Mbits/s; Fluxo 2: 6.230 Mbits/s; Fluxo 3: 5.710 Mbits/s; Fluxo 4: 18.200 Mbits/s
2,9.0000-10.0000,4,80.7,Fluxo 1: 13.600 Mbits/s; Fluxo 2: 13.100 Mbits/s; Fluxo 3: 13.600 Mbits/s; Fluxo 4: 40.400 Mbits/s
2,10.0000-11.0000,4,65.9,Fluxo 1: 11.500 Mbits/s; Fluxo 2: 10.900 Mbits/s; Fluxo 3: 11.500 Mbits/s; Fluxo 4: 32.000 Mbits/s
2,11.0000-12.0000,4,50.25,Fluxo 1: 6.260 Mbits/s; Fluxo 2: 6.770 Mbits/s; Fluxo 3: 5.720 Mbits/s; Fluxo 4: 31.500 Mbits/s
2,12.0000-13.0000,4,68.6,Fluxo 1: 12.000 Mbits/s; Fluxo 2: 12.000 Mbits/s; Fluxo 3: 13.100 Mbits/s; Fluxo 4: 31.500 Mbits/s
2,13.0000-14.0000,4,61.65,Fluxo 1: 9.890 Mbits/s; Fluxo 2: 12.000 Mbits/s; Fluxo 3: 9.360 Mbits/s; Fluxo 4: 30.400 Mbits/s
2,14.0000-15.0000,4,74.4,Fluxo 1: 15.200 Mbits/s; Fluxo 2: 12.500 Mbits/s; Fluxo 3: 15.200 Mbits/s; Fluxo 4: 31.500 Mbits/s
2,15.0000-16.0000,4,95.6,Fluxo 1: 16.700 Mbits/s; Fluxo 2: 20.300 Mbits/s; Fluxo 3: 16.700 Mbits/s; Fluxo 4: 41.900 Mbits/s
2,16.0000-17.0000,4,79.9,Fluxo 1: 17.200 Mbits/s; Fluxo 2: 24.500 Mbits/s; Fluxo 3: 17.200 Mbits/s; Fluxo 4: 21.000 Mbits/s
2,17.0000-18.0000,4,95.1,Fluxo 1: 27.700 Mbits/s; Fluxo 2: 15.600 Mbits/s; Fluxo 3: 19.300 Mbits/s; Fluxo 4: 32.500 Mbits/s
2,18.0000-19.0000,4,75.2,Fluxo 1: 10.700 Mbits/s; Fluxo 2: 20.400 Mbits/s; Fluxo 3: 18.600 Mbits/s; Fluxo 4: 25.500 Mbits/s
2,19.0000-20.0000,4,54.28,Fluxo 1: 6.630 Mbits/s; Fluxo 2: 12.700 Mbits/s; Fluxo 3: 8.950 Mbits/s; Fluxo 4: 26.000 Mbits/s
2,20.0000-21.0000,4,135.7,Fluxo 1: 29.200 Mbits/s; Fluxo 2: 40.900 Mbits/s; Fluxo 3: 30.700 Mbits/s; Fluxo 4: 34.900 Mbits/s
2,21.0000-22.0000,4,90.1,Fluxo 1: 20.400 Mbits/s; Fluxo 2: 20.500 Mbits/s; Fluxo 3: 19.800 Mbits/s; Fluxo 4: 29.400 Mbits/s
2,22.0000-23.0000,4,80.6,Fluxo 1: 10.400 Mbits/s; Fluxo 2: 29.400 Mbits/s; Fluxo 3: 10.400 Mbits/s; Fluxo 4: 30.400 Mbits/s
2,23.0000-24.0000,4,99.3,Fluxo 1: 21.900 Mbits/s; Fluxo 2: 27.100 Mbits/s; Fluxo 3: 18.800 Mbits/s; Fluxo 4: 31.500 Mbits/s
2,24.0000-25.0000,4,80.5,Fluxo 1: 11.400 Mbits/s; Fluxo 2: 31.400 Mbits/s; Fluxo 3: 14.600 Mbits/s; Fluxo 4: 23.100 Mbits/s
2,25.0000-26.0000,4,110.2,Fluxo 1: 20.900 Mbits/s; Fluxo 2: 28.700 Mbits/s; Fluxo 3: 22.900 Mbits/s; Fluxo 4: 37.700 Mbits/s
2,26.0000-27.0000,4,86.5,Fluxo 1: 14.500 Mbits/s; Fluxo 2: 20.200 Mbits/s; Fluxo 3: 12.000 Mbits/s; Fluxo 4: 39.800 Mbits/s
2,27.0000-28.0000,4,80.4,Fluxo 1: 11.500 Mbits/s; Fluxo 2: 28.100 Mbits/s; Fluxo 3: 12.500 Mbits/s; Fluxo 4: 28.300 Mbits/s
2,28.0000-29.0000,4,95.9,Fluxo 1: 22.000 Mbits/s; Fluxo 2: 17.900 Mbits/s; Fluxo 3: 12.000 Mbits/s; Fluxo 4: 44.000 Mbits/s
2,29.0000-30.0000,4,89.56,Fluxo 1: 9.360 Mbits/s; Fluxo 2: 27.800 Mbits/s; Fluxo 3: 23.000 Mbits/s; Fluxo 4: 29.400 Mbits/s
2,30.0000-31.0000,3,50.16,Fluxo 1: 9.860 Mbits/s; Fluxo 2: 29.400 Mbits/s; Fluxo 3: 10.900 Mbits/s
2,30.0000-31.1263,1,19.9,Fluxo 4: 19.900 Mbits/s
2,31.0000-32.0000,3,75.9,Fluxo 1: 19.300 Mbits/s; Fluxo 2: 32.500 Mbits/s; Fluxo 3: 24.100 Mbits/s
2,32.0000-33.0000,3,55.9,Fluxo 1: 10.400 Mbits/s; Fluxo 2: 32.500 Mbits/s; Fluxo 3: 13.000 Mbits/s
2,33.0000-34.0000,3,77.1,Fluxo 1: 22.500 Mbits/s; Fluxo 2: 31.500 Mbits/s; Fluxo 3: 23.100 Mbits/s
2,34.0000-35.0000,3,69.3,Fluxo 1: 11.900 Mbits/s; Fluxo 2: 31.500 Mbits/s; Fluxo 3: 25.900 Mbits/s
2,35.0000-36.0000,3,78.9,Fluxo 1: 22.900 Mbits/s; Fluxo 2: 43.000 Mbits/s; Fluxo 3: 13.000 Mbits/s
2,36.0000-37.0000,3,81.6,Fluxo 1: 22.500 Mbits/s; Fluxo 2: 31.500 Mbits/s; Fluxo 3: 27.600 Mbits/s
2,37.0000-38.0000,3,59.1,Fluxo 1: 12.500 Mbits/s; Fluxo 2: 31.500 Mbits/s; Fluxo 3: 15.100 Mbits/s
2,38.0000-39.0000,3,73.2,Fluxo 1: 11.900 Mbits/s; Fluxo 2: 30.400 Mbits/s; Fluxo 3: 30.900 Mbits/s
2,39.0000-40.0000,3,79.8,Fluxo 1: 23.500 Mbits/s; Fluxo 2: 31.500 Mbits/s; Fluxo 3: 24.800 Mbits/s
2,40.0000-41.0000,2,53.8,Fluxo 1: 23.100 Mbits/s; Fluxo 3: 30.700 Mbits/s
2,40.0000-40.9717,1,18.3,Fluxo 2: 18.300 Mbits/s
2,41.0000-42.0000,2,65.4,Fluxo 1: 23.400 Mbits/s; Fluxo 3: 42.000 Mbits/s
2,42.0000-43.0000,2,44.5,Fluxo 1: 23.500 Mbits/s; Fluxo 3: 21.000 Mbits/s
2,43.0000-44.0000,2,54.4,Fluxo 1: 13.500 Mbits/s; Fluxo 3: 40.900 Mbits/s
2,44.0000-45.0000,2,53.0,Fluxo 1: 15.100 Mbits/s; Fluxo 3: 37.900 Mbits/s
2,45.0000-46.0000,2,83.0,Fluxo 1: 35.000 Mbits/s; Fluxo 3: 48.000 Mbits/s
2,46.0000-47.0000,1,13.6,Fluxo 1: 13.600 Mbits/s
2,46.0000-47.2104,1,17.7,Fluxo 3: 17.700 Mbits/s
2,47.0000-48.0000,1,33.4,Fluxo 1: 33.400 Mbits/s
2,48.0000-49.0000,1,16.4,Fluxo 1: 16.400 Mbits/s
2,49.0000-50.0000,1,33.1,Fluxo 1: 33.100 Mbits/s
2,50.0000-51.0000,1,31.4,Fluxo 1: 31.400 Mbits/s
2,51.0000-52.3260,1,21.6,Fluxo 1: 21.600 Mbits/s
3,0.0000-1.0000,4,3.39453125,Fluxo 1: 0.849 Mbits/s; Fluxo 2: 0.849 Mbits/s; Fluxo 3: 0.849 Mbits/s; Fluxo 4: 0.849 Mbits/s
