ID,Bandwidth
0,60.196082386363635
1,55.24957552083333
2,60.783536931818176
3,53.07023065476191
4,65.73538296568627
5,63.05650058962264
6,66.90529062499999
7,53.11049231150794
8,63.134613797169806
