ID,Bandwidth
0,31.082808314732144
1,31.042808314732145
2,31.114236886160715
3,31.085665457589283
4,31.110665457589285
5,31.053522600446428
6,31.06423688616071
7,31.02852260044643
8,31.096379743303572
